field_name,type,mode
_id,STRING,NULLABLE
job_no,INTEGER,NULLABLE
scheduled_on,TIMESTAMP,NULLABLE
status,STRING,NULLABLE
seller_id,STRING,NULLABLE
animal_id,STRING,NULLABLE
assigned_to,JSON,NULLABLE
createdAt,TIMESTAMP,NULLABLE
updatedAt,TIMESTAMP,NULLABLE
__v,FLOAT,NULLABLE
