field_name,type,mode
city,STRING,NULLABLE
state,STRING,NULLABLE
event_date,DATE,NULLABLE
Purchase_events,INTEGER,NULLABLE
active_users,INTEGER,NULLABLE
signed_users,INTEGER,NULLABLE
purchasers,INTEGER,NULLABLE
intereseted_in_cattle_feed_count,INTEGER,NULLABLE
intereseted_in_cattle_count,INTEGER,NULLABLE
total_unique_engaging_events,INTEGER,NULLABLE
