dataset_id,table_id,table_type,clustering_fields,created,expires,friendly_name,full_table_id,partition_expiration,partitioning_type,path,project,reference,time_partitioning,view_use_legacy_sql
Youtube_Scraped_Data,Youtube_Stats,table,,2023-08-01 10:48:18.626000+00:00,,,hubemployee-189ad:Youtube_Scraped_Data.Youtube_Stats,,,/projects/hubemployee-189ad/datasets/Youtube_Scraped_Data/tables/Youtube_Stats,hubemployee-189ad,hubemployee-189ad.Youtube_Scraped_Data.Youtube_Stats,,
