field_name,type,mode
Uid,INTEGER,NULLABLE
OfficeName,STRING,NULLABLE
Pincode,INTEGER,NULLABLE
OfficeType,STRING,NULLABLE
District,STRING,NULLABLE
StateName,STRING,NULLABLE
Latitude,STRING,NULLABLE
Longitude,STRING,NULLABLE
lat_osm,FLOAT,NULLABLE
long_osm,FLOAT,NULLABLE
Lat_GMAP,FLOAT,NULLABLE
Long_GMAP,FLOAT,NULLABLE
