dataset_id,table_id,table_type,clustering_fields,created,expires,friendly_name,full_table_id,partition_expiration,partitioning_type,path,project,reference,time_partitioning,view_use_legacy_sql
SO_TEMP,Sales Order,table,,2022-10-03 10:41:47.946000+00:00,,,hubemployee-189ad:SO_TEMP.Sales Order,,,/projects/hubemployee-189ad/datasets/SO_TEMP/tables/Sales Order,hubemployee-189ad,hubemployee-189ad.SO_TEMP.Sales Order,,
SO_TEMP,invoices,table,,2022-10-03 10:24:18.764000+00:00,,,hubemployee-189ad:SO_TEMP.invoices,,,/projects/hubemployee-189ad/datasets/SO_TEMP/tables/invoices,hubemployee-189ad,hubemployee-189ad.SO_TEMP.invoices,,
