field_name,type,mode
id,STRING,NULLABLE
transactionConfigId,STRING,NULLABLE
transactionType,STRING,NULLABLE
points,INTEGER,NULLABLE
referenceDocNo,STRING,NULLABLE
referenceDocType,STRING,NULLABLE
createdAt,TIMESTAMP,NULLABLE
walletId,STRING,NULLABLE
createdBy,STRING,NULLABLE
