field_name,type,mode
p10,INTEGER,NULLABLE
p25,INTEGER,NULLABLE
p50,INTEGER,NULLABLE
p75,INTEGER,NULLABLE
p90,INTEGER,NULLABLE
med,STRING,NULLABLE
