dataset_id,table_id,table_type,clustering_fields,created,expires,friendly_name,full_table_id,partition_expiration,partitioning_type,path,project,reference,time_partitioning,view_use_legacy_sql
analytics_274239098,events_intraday_20220116,table,,2022-01-16 10:04:18.822000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220116,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220116,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220116,,
analytics_274239098,events_intraday_20220117,table,,2022-01-17 07:00:20.247000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220117,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220117,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220117,,
analytics_274239098,events_intraday_20220119,table,,2022-01-19 08:09:43.877000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220119,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220119,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220119,,
analytics_274239098,events_intraday_20220121,table,,2022-01-21 18:08:27.106000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220121,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220121,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220121,,
analytics_274239098,events_intraday_20220125,table,,2022-01-25 17:22:58.655000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220125,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220125,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220125,,
analytics_274239098,events_intraday_20220126,table,,2022-01-26 13:12:10.044000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220126,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220126,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220126,,
analytics_274239098,events_intraday_20220127,table,,2022-01-27 06:09:36.266000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220127,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220127,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220127,,
analytics_274239098,events_intraday_20220128,table,,2022-01-28 10:29:46.451000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220128,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220128,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220128,,
analytics_274239098,events_intraday_20220129,table,,2022-01-29 05:34:09.521000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220129,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220129,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220129,,
analytics_274239098,events_intraday_20220130,table,,2022-01-30 06:31:49.915000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220130,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220130,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220130,,
analytics_274239098,events_intraday_20220131,table,,2022-01-31 04:41:47.368000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220131,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220131,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220131,,
analytics_274239098,events_intraday_20220202,table,,2022-02-02 15:59:10.143000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220202,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220202,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220202,,
analytics_274239098,events_intraday_20220203,table,,2022-02-03 04:06:13.964000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220203,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220203,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220203,,
analytics_274239098,events_intraday_20220204,table,,2022-02-04 02:41:46.889000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220204,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220204,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220204,,
analytics_274239098,events_intraday_20220205,table,,2022-02-05 07:22:43.763000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220205,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220205,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220205,,
analytics_274239098,events_intraday_20220206,table,,2022-02-06 13:54:58.084000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220206,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220206,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220206,,
analytics_274239098,events_intraday_20220207,table,,2022-02-07 12:34:55.406000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220207,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220207,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220207,,
analytics_274239098,events_intraday_20220208,table,,2022-02-08 08:03:29.443000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220208,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220208,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220208,,
analytics_274239098,events_intraday_20220209,table,,2022-02-09 16:20:18.642000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220209,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220209,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220209,,
analytics_274239098,events_intraday_20220211,table,,2022-02-11 11:10:09.344000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220211,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220211,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220211,,
analytics_274239098,events_intraday_20220213,table,,2022-02-13 06:06:26.156000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220213,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220213,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220213,,
analytics_274239098,events_intraday_20220215,table,,2022-02-15 12:50:35.518000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220215,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220215,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220215,,
analytics_274239098,events_intraday_20220216,table,,2022-02-16 01:13:28.667000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220216,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220216,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220216,,
analytics_274239098,events_intraday_20220217,table,,2022-02-17 07:01:06.338000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220217,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220217,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220217,,
analytics_274239098,events_intraday_20220218,table,,2022-02-18 03:16:19.794000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220218,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220218,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220218,,
analytics_274239098,events_intraday_20220219,table,,2022-02-19 09:21:53.896000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220219,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220219,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220219,,
analytics_274239098,events_intraday_20220221,table,,2022-02-21 03:15:10.857000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220221,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220221,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220221,,
analytics_274239098,events_intraday_20220222,table,,2022-02-22 03:22:11.994000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220222,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220222,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220222,,
analytics_274239098,events_intraday_20220223,table,,2022-02-23 07:33:43.735000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220223,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220223,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220223,,
analytics_274239098,events_intraday_20220224,table,,2022-02-24 05:32:12.876000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220224,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220224,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220224,,
analytics_274239098,events_intraday_20220225,table,,2022-02-25 07:45:59.380000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220225,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220225,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220225,,
analytics_274239098,events_intraday_20220226,table,,2022-02-26 07:26:51.054000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220226,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220226,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220226,,
analytics_274239098,events_intraday_20220227,table,,2022-02-27 19:08:33.252000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220227,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220227,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220227,,
analytics_274239098,events_intraday_20220228,table,,2022-02-28 11:44:03.474000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220228,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220228,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220228,,
analytics_274239098,events_intraday_20220301,table,,2022-03-01 05:56:20.716000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220301,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220301,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220301,,
analytics_274239098,events_intraday_20220302,table,,2022-03-02 04:35:28.939000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220302,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220302,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220302,,
analytics_274239098,events_intraday_20220303,table,,2022-03-03 13:59:24.864000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220303,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220303,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220303,,
analytics_274239098,events_intraday_20220304,table,,2022-03-04 03:00:28.352000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220304,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220304,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220304,,
analytics_274239098,events_intraday_20220305,table,,2022-03-05 05:23:44.688000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220305,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220305,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220305,,
analytics_274239098,events_intraday_20220306,table,,2022-03-06 06:51:08.574000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220306,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220306,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220306,,
analytics_274239098,events_intraday_20220307,table,,2022-03-07 04:09:28.272000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220307,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220307,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220307,,
analytics_274239098,events_intraday_20220308,table,,2022-03-08 02:22:25.999000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220308,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220308,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220308,,
analytics_274239098,events_intraday_20220309,table,,2022-03-09 04:16:08.087000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220309,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220309,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220309,,
analytics_274239098,events_intraday_20220310,table,,2022-03-10 08:01:25.334000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220310,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220310,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220310,,
analytics_274239098,events_intraday_20220311,table,,2022-03-11 07:44:26.055000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220311,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220311,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220311,,
analytics_274239098,events_intraday_20220312,table,,2022-03-12 05:54:19.178000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220312,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220312,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220312,,
analytics_274239098,events_intraday_20220313,table,,2022-03-13 00:51:56.783000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220313,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220313,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220313,,
analytics_274239098,events_intraday_20220314,table,,2022-03-14 00:00:17.226000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220314,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220314,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220314,,
analytics_274239098,events_intraday_20220315,table,,2022-03-15 00:02:44.652000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220315,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220315,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220315,,
analytics_274239098,events_intraday_20220316,table,,2022-03-16 00:20:56.634000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220316,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220316,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220316,,
analytics_274239098,events_intraday_20220317,table,,2022-03-17 00:09:04.853000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220317,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220317,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220317,,
analytics_274239098,events_intraday_20220319,table,,2022-03-19 05:14:02.434000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220319,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220319,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220319,,
analytics_274239098,events_intraday_20220320,table,,2022-03-20 06:44:20.119000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220320,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220320,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220320,,
analytics_274239098,events_intraday_20220321,table,,2022-03-21 05:38:38.353000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220321,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220321,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220321,,
analytics_274239098,events_intraday_20220322,table,,2022-03-22 09:16:25.488000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220322,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220322,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220322,,
analytics_274239098,events_intraday_20220323,table,,2022-03-23 05:26:39.871000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220323,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220323,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220323,,
analytics_274239098,events_intraday_20220324,table,,2022-03-24 00:08:24.276000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220324,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220324,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220324,,
analytics_274239098,events_intraday_20220325,table,,2022-03-25 01:33:58.016000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220325,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220325,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220325,,
analytics_274239098,events_intraday_20220326,table,,2022-03-26 00:35:11.445000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220326,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220326,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220326,,
analytics_274239098,events_intraday_20220327,table,,2022-03-27 01:14:13.267000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220327,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220327,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220327,,
analytics_274239098,events_intraday_20220328,table,,2022-03-28 02:29:15.430000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220328,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220328,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220328,,
analytics_274239098,events_intraday_20220329,table,,2022-03-29 06:01:48.245000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220329,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220329,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220329,,
analytics_274239098,events_intraday_20220330,table,,2022-03-30 00:10:13.593000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220330,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220330,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220330,,
analytics_274239098,events_intraday_20220331,table,,2022-03-31 05:43:11.821000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220331,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220331,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220331,,
analytics_274239098,events_intraday_20220401,table,,2022-04-01 00:03:47.551000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220401,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220401,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220401,,
analytics_274239098,events_intraday_20220402,table,,2022-04-02 01:08:23.034000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220402,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220402,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220402,,
analytics_274239098,events_intraday_20220403,table,,2022-04-03 02:42:02.124000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220403,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220403,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220403,,
analytics_274239098,events_intraday_20220404,table,,2022-04-04 00:27:30.180000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220404,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220404,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220404,,
analytics_274239098,events_intraday_20220405,table,,2022-04-05 00:09:31.820000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220405,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220405,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220405,,
analytics_274239098,events_intraday_20220406,table,,2022-04-06 01:14:50.996000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220406,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220406,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220406,,
analytics_274239098,events_intraday_20220407,table,,2022-04-07 01:22:31.448000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220407,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220407,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220407,,
analytics_274239098,events_intraday_20220408,table,,2022-04-08 02:55:17.755000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220408,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220408,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220408,,
analytics_274239098,events_intraday_20220409,table,,2022-04-09 05:27:07.575000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220409,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220409,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220409,,
analytics_274239098,events_intraday_20220410,table,,2022-04-10 02:37:26.621000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220410,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220410,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220410,,
analytics_274239098,events_intraday_20220411,table,,2022-04-11 00:37:47.465000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220411,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220411,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220411,,
analytics_274239098,events_intraday_20220412,table,,2022-04-12 04:01:36.715000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220412,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220412,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220412,,
analytics_274239098,events_intraday_20220413,table,,2022-04-13 02:28:25.755000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220413,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220413,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220413,,
analytics_274239098,events_intraday_20220414,table,,2022-04-14 03:05:45.588000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220414,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220414,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220414,,
analytics_274239098,events_intraday_20220415,table,,2022-04-15 02:03:09.407000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220415,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220415,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220415,,
analytics_274239098,events_intraday_20220416,table,,2022-04-16 11:02:28.720000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220416,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220416,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220416,,
analytics_274239098,events_intraday_20220417,table,,2022-04-17 04:26:33.405000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220417,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220417,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220417,,
analytics_274239098,events_intraday_20220418,table,,2022-04-18 12:20:34.171000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220418,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220418,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220418,,
analytics_274239098,events_intraday_20220421,table,,2022-04-21 18:59:41.135000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220421,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220421,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220421,,
analytics_274239098,events_intraday_20220422,table,,2022-04-22 08:39:22.330000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220422,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220422,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220422,,
analytics_274239098,events_intraday_20220510,table,,2022-05-10 10:47:24.710000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220510,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220510,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220510,,
analytics_274239098,events_intraday_20220513,table,,2022-05-13 03:48:04.262000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220513,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220513,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220513,,
analytics_274239098,events_intraday_20220518,table,,2022-05-18 07:32:36.382000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220518,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220518,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220518,,
analytics_274239098,events_intraday_20220519,table,,2022-05-19 08:55:29.244000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220519,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220519,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220519,,
analytics_274239098,events_intraday_20220524,table,,2022-05-24 06:31:40.491000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220524,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220524,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220524,,
analytics_274239098,events_intraday_20220527,table,,2022-05-27 05:58:21.201000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220527,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220527,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220527,,
analytics_274239098,events_intraday_20220528,table,,2022-05-28 05:34:14.087000+00:00,,,hubemployee-189ad:analytics_274239098.events_intraday_20220528,,,/projects/hubemployee-189ad/datasets/analytics_274239098/tables/events_intraday_20220528,hubemployee-189ad,hubemployee-189ad.analytics_274239098.events_intraday_20220528,,
