id,transactionConfigId,transactionType,points,referenceDocNo,referenceDocType,createdAt,walletId,createdBy
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
,,,999,,,,,
